Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Services.Tenure in Months,Services.Offer,Services.Internet Type,Services.Premium Tech Support,Services.Streaming TV,Services.Streaming Movies,Services.Contract,Services.Payment Method,Services.Monthly Charge,Services.Total Charges,Services.Total Revenue,Status.Satisfaction Score,Status.Churn Score,Status.CLTV,Age Group,Tenure Group
-0.15153335,-0.088017344,0.0010661394,-0.0034480873,0.21422428,-0.43605763,-0.0574432,-0.28810626,-0.13217765,-0.06484044,-0.15744165,0.105626196,0.0011385132,-0.6510406,-0.085064426,-0.13131753,-0.15034282,-0.039496735,-5.03429,-2.6852775,-0.08697625,-0.04310732,0.057784304
0.14284551,-0.11888684,0.011293616,-0.0067697805,-0.15133558,0.057321247,0.010577247,-0.19869351,-0.06356344,0.27509394,0.04684118,-0.14680602,0.033991747,0.20968415,-0.2858031,-0.19567026,-0.023819225,-0.11896535,-5.1061783,-3.0935435,-0.15240957,-0.007643327,0.028271474
0.1519773,-0.4585653,0.02040811,-0.0039099553,-0.23767465,0.057857007,-0.01477617,0.5656823,-0.08806648,-0.52020115,0.06493051,-0.19833437,0.015457054,0.39597633,-0.349128,-0.94155794,0.025770847,0.4473273,-1.5527171,1.20111,0.04552472,0.008787267,0.012533219
0.12546407,0.054123543,0.01621247,-0.0018754,-0.06629618,0.06771471,0.022303283,-0.057749745,-0.13152918,0.0123477895,0.111210175,0.025690867,-0.06543662,0.2775317,0.17952868,0.044289596,0.32722005,-0.22490488,-5.289843,-3.3554015,-0.084216334,-0.0151109155,0.059221238
-0.17335209,-0.17630114,-0.052207045,-3.290514e-05,0.14836757,0.066034555,0.018704938,-0.14069045,-0.22738934,-0.07670971,0.044607952,-0.16981253,0.0016864118,-0.3830823,0.102591835,0.1184745,-0.23521164,0.08591072,-5.2959437,-3.0883627,-0.068526156,0.033197414,0.029749326
0.03042196,-0.119557865,0.021430386,-0.0022859704,0.37732977,0.11724349,0.026229465,0.042969473,-0.10138838,0.055026222,0.044672236,0.07299036,-0.08062311,0.35193273,0.11059213,0.34536335,-0.01767011,0.006513907,-6.4102163,0.48713124,-0.3654102,-0.035040088,-0.061297514
-0.20192806,-0.025084563,0.012699183,-0.0032052216,-0.044064272,-0.53395134,-0.12960176,0.035462532,-0.14005521,0.040680125,0.03722251,-0.0426585,-0.0447248,0.2147047,0.09853827,0.12446956,0.15930557,0.17138556,-5.3738756,-3.0396905,-0.2486536,-0.0037485007,-0.000943664
0.02341891,-0.297936,-0.04688474,-0.00059682166,-0.0051915203,0.09375159,0.02015169,-0.109069094,0.27776912,0.06078583,-0.39211118,0.052694026,-0.007820014,-0.9087776,0.17705816,-0.6368961,0.2536396,0.03601569,-6.092651,0.19088699,0.049214117,0.040268544,0.08316546
0.1716385,0.6411597,0.013666323,0.035546757,0.12467607,0.12884645,0.02441088,-0.25125682,0.066806436,0.019183671,0.15291367,-0.26402688,0.019977955,0.502931,0.17054927,-0.013550038,0.1530047,-0.38714635,-0.91425383,6.308442,-0.0090470435,-0.028575843,0.045527816
0.024123542,0.047224805,0.013479026,-0.005795934,-0.085555494,0.06802796,0.0067864214,-0.06957455,-0.027829975,0.02602087,0.0646276,-0.014893544,0.052817777,0.25633204,-0.41666704,0.14048332,0.34415597,-0.13667272,5.2047253,3.6032724,0.12506625,-0.018204793,0.04158536
-0.10799085,-0.06324975,0.014217923,-0.005670041,0.22634275,-0.6129158,-0.073553205,-0.07331964,0.20945461,-0.033001002,-0.13053255,-0.17435725,0.023771046,0.16861725,0.028512813,-0.23690397,-0.098386325,0.008030002,-5.1246047,-2.8712282,0.12017808,-0.034385875,0.012484715
0.08242613,-0.1713827,-0.07555156,-0.0004237796,-0.14290269,0.07554427,0.013402809,-0.073176935,-0.10286015,0.021480592,0.081251696,0.016220184,-0.021463752,0.20397472,0.16592792,0.14542988,-0.23627383,-0.14481144,5.252865,3.8019404,0.007736931,0.047219157,-0.04159548
-0.2942569,-0.048482206,0.021854367,-0.0031022634,-0.068735085,0.13227658,0.022619493,-0.23771468,-0.2540291,0.05018991,-0.6938525,-0.10473308,0.097321995,0.5001104,0.24840674,0.06810141,0.4337663,-0.5044468,-1.6396956,0.8881646,0.20588933,0.005437572,0.04149524
-0.07145724,-0.32103193,0.0031851358,-0.0009427983,-0.09602167,-0.70020366,-0.25686854,-0.23793069,0.18488304,-0.08039913,0.058693666,0.11659192,0.015110381,-0.3369978,0.1157152,0.12731996,-0.42632204,-0.21374224,-2.574128,-3.784513,-0.19852455,-0.05731848,0.0692879
-0.10490587,-0.14812022,0.024365935,-0.0031246613,-0.09067069,0.07430895,0.014221306,-0.0020934963,0.24089536,-0.009213662,0.034461502,-0.09749031,0.0312585,0.20046186,0.15977117,0.19120209,-0.11205937,0.2620445,-5.349116,-3.1214232,0.13579328,-0.058488406,0.09126563
0.022040797,0.053593207,0.0063342103,0.0104632145,0.017292622,0.07101278,0.017514791,0.014124707,0.09751046,0.033030514,-0.18561655,0.12371508,-0.02463906,-0.37347522,0.12964977,0.55608183,-0.18251637,-0.43771073,-5.2108245,-3.3893142,-0.029192619,-0.021503787,0.05518278
0.16448149,-0.11822156,0.021111572,-0.006730092,-0.24260893,0.097069286,0.0068672723,-0.025244314,-0.00816383,0.0050189584,0.08120079,-0.1870092,-0.027025087,0.33250338,-0.4197302,-0.13577497,-0.080750674,-0.23358975,6.8005037,0.5237619,-0.042479493,-0.017031562,-0.09942528
-0.1819891,-0.20813222,0.010570768,-0.0064135543,-0.17150058,0.056317672,-0.00070793414,-0.031047588,-0.09038651,0.005871364,0.05821904,-0.06980671,0.022632208,0.20657495,-0.30106258,-0.193068,-0.21197885,-0.18639934,-5.0068264,-3.0467925,-0.33229557,-0.0070823706,0.0589984
0.18087292,-0.16325758,0.018281773,-0.00448816,0.25026834,0.12343675,0.02249472,0.0028024525,-0.02112041,0.020461716,0.107684225,-0.1723617,-0.0271568,0.39892578,0.11322432,0.13462694,-0.1767951,-0.14214835,6.3876696,0.7455192,-0.26977026,-0.0064670853,-0.08203462
0.08604014,0.2016736,0.01576859,-0.003532982,-0.16404307,0.077847384,0.0047498187,0.12110899,-0.0712926,-0.2877871,0.046337284,0.017400432,0.061847366,0.34767076,-0.38923568,-0.34638995,0.35185093,0.29742914,-2.3337889,-4.3607903,0.10073948,-0.036232337,0.007645261
0.09615231,-0.0010390664,0.020020852,-0.0020060572,-0.042799566,0.0727861,0.010959288,-0.29559836,-0.08119615,0.04273369,0.060319345,-0.025517099,0.033790853,0.26932153,-0.29935127,0.072890334,0.38465014,0.28456095,5.197137,3.6913462,0.13305093,0.016875789,0.13688369
0.11868242,0.4202462,0.024780968,0.055251032,0.37509128,0.13012946,0.0180301,-0.21560493,0.033752352,0.0429111,-0.56874657,0.26757374,-0.025824556,0.6206985,-0.24221787,0.3047433,0.23015897,-0.4368403,-1.5677574,0.8598593,-0.63886803,-0.023299215,0.017422576
0.020054292,0.13785872,0.016387695,-0.0026690448,0.19696113,0.0761012,0.016146628,-0.2462194,0.19891217,-0.08377852,0.073279865,0.122537784,0.016871035,0.21674012,0.10966461,-0.09421596,-0.24858767,-0.067904636,-5.3050437,-3.49279,-0.38265148,-0.0011525021,0.021604497
-0.13213858,0.07895116,0.0020719166,-0.0043166988,0.093902394,0.060727984,0.01316328,-0.4053425,-0.13776253,0.023029843,-0.19779763,0.14614788,-0.015169661,-0.8212195,-0.2997086,-0.46063015,0.024308264,-0.26220587,-2.560251,-3.7815614,-0.57977766,-0.052189432,0.037936784
0.18674493,0.001776133,0.007758058,0.0025508401,-0.17047378,0.09743509,0.02395044,-0.07671494,-0.024475712,0.0054371217,-0.1570567,0.27489364,-0.032462563,-0.8721207,0.18736961,0.023941588,0.1581777,-0.059605546,-6.2297764,0.20503026,0.3195191,-0.07281395,0.02611326
-0.1984897,-0.27365202,-0.087149665,-0.0056388746,0.2917998,0.05670462,0.018990742,-0.2835431,-0.16210705,0.02950489,0.06544731,-0.12778783,0.024390986,0.20490618,-0.17217116,-0.012140695,-0.32595414,-0.046239834,-5.2086143,-3.1753716,-0.5405395,0.013565309,-0.0029226532
0.040522665,-0.12899186,0.0056321523,-0.0028751383,0.23558164,-0.47226194,-0.07817556,-0.2682009,0.10030658,0.12029528,0.033112623,-0.19437046,0.006611082,-0.42646217,-0.23225692,0.13633785,-0.18042517,-0.07705916,-5.159555,-2.655558,0.03441494,-0.043027855,-0.0021518813
-0.09433858,0.5311122,0.020855056,0.017390143,-0.12584518,0.090751514,0.011272864,-0.019288138,0.044702966,0.03666855,0.09123538,0.050792225,0.0637914,0.4360022,0.15298513,0.081110194,-0.18255645,-0.19129847,6.338864,0.29965565,-0.23994619,-0.010941727,-0.0102593405
-0.24313062,-0.20732972,0.021061506,-0.003961697,-0.1684863,-0.36096126,-0.05494785,0.66823035,-0.123638526,-0.4037528,0.08679275,-0.08504084,0.016971918,0.40972286,-0.29984632,-0.4329436,0.48265713,0.6786097,-1.6023356,1.0027355,-0.46942857,-0.02489819,0.032573644
0.14571014,-0.16594934,-0.06248516,-0.00038520145,0.06494878,0.1059393,0.021932408,0.17113069,-0.07093084,0.0047684917,-0.511326,0.22020864,0.015737394,-0.74442935,0.1650677,-0.1447945,-0.343814,-0.4403437,-6.0698323,0.2162485,0.2902351,0.08012763,0.11194077
-0.10296751,0.18895385,0.011342493,-0.0007436853,-0.0058881957,0.11592091,0.018859636,-0.26165164,-0.2974019,0.027216544,-0.30489156,0.16342539,-0.013340607,-1.1673326,0.2281645,-0.5987765,0.29445568,-0.24864912,-1.8664637,0.49524024,-0.30474913,0.009260725,0.054857373
0.019738551,-0.21174248,0.0047634365,0.004371502,0.12579612,0.082666256,0.01905555,-0.13297242,0.23261066,0.017494068,0.0672396,0.15306331,0.008119544,-0.37365177,-0.3406999,0.477939,-0.1971689,-0.2121215,5.2477717,3.8764122,0.07835481,-0.014294521,0.075515516
0.10428346,-0.013474716,-0.05792673,-0.0028550131,0.23633298,-0.5886731,-0.14713295,0.053781483,-0.10963961,-0.17832054,0.023983296,-0.20030491,0.0077537107,0.21209612,-0.22890519,-0.3381304,0.08731207,0.11672188,-2.4432046,-4.240378,-0.053993277,0.047383532,0.002365335
0.14138205,0.87267876,0.021383127,0.023119245,-0.07840283,0.10740928,0.013387407,0.033940755,0.055691555,0.030783484,0.10033257,-0.2052348,0.051124785,0.55681443,0.20101942,0.2343874,0.14794941,0.29807892,-0.764208,6.0168886,0.036881603,-0.019920263,0.06922593
-0.23607273,0.12980206,-0.035580106,-0.002509146,-0.1940873,0.090488456,0.009955606,-0.16301182,-0.18154787,-0.18350562,0.075376935,-0.044151787,0.024335418,-1.1561764,-0.32261458,-0.6130252,0.27017447,-0.19246225,-1.9305869,0.23490638,0.15312667,0.087260425,0.019478276
-0.16066645,-0.034311146,0.005450718,-0.0035678246,-0.0711582,0.07506273,0.01487629,-0.2890138,-0.13180366,0.006587243,0.07680261,-0.18775988,-0.014861192,-0.48553386,-0.4077845,-0.10269628,-0.4921522,-0.50628096,-2.548424,-3.88398,-0.095005706,0.015816253,0.07685305
-0.036537293,0.020607898,0.014534405,-0.0052161375,-0.113769054,0.07458765,0.0040566777,0.07278769,0.15013807,-0.01529487,-0.29558873,-0.17989947,0.0827451,0.28369063,0.17123735,-0.31760898,0.28342554,-0.15574607,-2.3897893,-4.2726307,-0.04576521,0.0035184538,0.031962365
0.009917817,-0.17303672,-0.047189258,-0.00041767693,0.058616843,0.093562186,0.019385902,-0.11766931,0.2346105,0.046852283,-0.30715564,0.07765534,0.007365589,-0.8764223,0.13957503,-0.5423472,0.26004857,-0.060081027,6.8797426,0.38768777,-0.47938207,0.019953616,0.061118178
-0.10428683,0.058409225,0.00032027275,-0.003331195,0.09103362,-0.49922746,-0.124361254,-0.37760797,-0.14227918,-0.0069316267,-0.21491526,0.16526963,-0.00940573,-0.6832587,-0.20687312,-0.5567403,-0.34666535,-0.54584134,-2.602733,-3.311539,0.2170773,-0.011035806,0.0029057516
0.069680296,-0.0128633585,-0.042476296,-0.001089656,-0.11585155,0.058783393,0.0074434145,0.02076933,-0.1025672,0.052333754,-0.16148295,0.016828563,0.004616483,-0.41554186,-0.29911736,-0.1509088,-0.46041676,0.22576013,-2.5017076,-3.9156425,-0.35970446,0.05981694,-0.035768833
-0.07766423,-0.32733968,-1.4926365e-05,-0.0019851623,-0.14634159,0.07391079,0.015900819,-0.07912165,0.26382822,-0.23223019,0.034645077,-0.05599706,0.016269442,-0.5509599,-0.35445794,-0.121273585,-0.3692976,0.2774779,-6.049136,-0.21040244,-0.18017283,-0.008259368,0.15648745
-0.108774945,0.007367246,0.004984957,-0.002969787,0.28510988,-0.5671596,-0.018015403,-0.20869718,-0.231807,-0.1120841,0.051632836,-0.078615144,0.012325482,-0.8916831,-0.13471904,0.0993289,-0.2776324,0.10261797,-2.5957043,-3.4312913,-0.051376477,0.0011670465,0.02522271
0.16775052,0.0758425,0.016115112,-0.0030086027,0.25996098,-0.8626361,-0.148617,-0.36209,-0.13993296,-0.11886374,0.06183213,-0.19101486,0.0074508036,-0.78087974,-0.2405603,-0.1216016,-0.36317536,-0.13568464,-2.0373166,0.51855624,-0.3620136,-0.007875865,0.0013539046
0.09936731,-0.19011702,-0.15979059,-0.002314642,0.14253832,0.12012683,0.016390955,0.24965519,-0.08128417,0.08779252,0.051762335,-0.034842208,0.024194771,0.35113177,0.12953271,0.026390253,-0.090538085,0.17007838,6.3511667,0.3842314,-0.056060757,0.027479725,-0.010115992
0.02780275,0.089376055,0.0006254108,0.011608085,-0.055515803,0.049289774,0.012292299,-0.038679093,0.0772498,0.00824003,-0.16764566,-0.17606117,-0.02706709,-0.64903265,-0.28993294,-0.032044582,-0.39618906,-0.47745243,-5.005527,-3.0553036,-0.28904313,-0.053971246,0.06205702
-0.072777726,0.31426373,0.0015158592,0.025810268,0.09029701,0.062233314,0.009136177,-0.36271572,0.24770474,0.029574612,-0.20498319,0.12950544,-0.010983484,-0.88703007,-0.3334799,-0.47401103,0.0752797,-0.18806697,-2.5346637,-3.9751246,-0.12033827,-0.005524952,0.03450232
0.12905154,-0.19157064,0.02070993,-0.00254582,-0.06800965,0.08619899,0.009812473,-0.0059297765,-0.004120053,0.0288343,0.072475076,-0.11273056,-0.019967174,0.2828817,0.19613245,0.20227641,0.059137415,0.2632699,5.167578,3.6781654,-0.006809731,-0.034291714,0.025506645
-0.16743766,-0.03244153,0.005925576,-0.0017442192,-0.15904897,0.05725621,0.0031119813,-0.07415976,-0.082119346,0.008535103,0.08149868,0.08091633,-0.015269414,0.20066756,-0.3724123,0.29898524,-0.14511517,-0.097807,5.3933263,3.7377326,0.073420584,-0.0018727524,-0.1016348
-0.121704355,0.055014897,0.013534465,-0.0021354773,-0.02637494,0.073716976,0.015420621,-0.09208623,-0.10247676,0.02356183,0.104567364,0.006842771,-0.038026355,0.20320547,-0.37435263,0.13040747,0.07381741,-0.3291599,5.454294,3.8500612,0.031846482,-0.0043338058,0.06296632
0.0110783465,-0.054136027,0.005576567,-0.0030431938,-0.07645763,-0.3692803,0.014636875,0.3389789,-0.081649296,0.19675532,0.03835161,-0.13492945,0.0138548715,0.21167514,-0.1748597,0.11654119,0.14943326,0.28912625,5.1576333,3.4618309,-0.06552248,-0.014583157,0.011220056
0.09930682,0.007623684,0.005137714,-0.002445084,-0.07340664,0.07517196,0.0095001785,-0.16232684,-0.084848806,-0.08210607,-0.27798697,-0.048445895,0.05065262,-1.0589703,-0.31109124,-0.09463545,-0.3494611,-0.46858162,-1.2269013,7.066892,0.08870148,-0.0002650427,0.066131756
0.13967378,0.0059710946,0.027031116,-0.0026717274,-0.069964364,0.119492136,0.0070495815,0.30109924,-0.019015867,0.053664174,0.10406516,-0.15173285,0.016930709,0.39187253,0.18891537,0.12346294,-0.12037137,0.24925655,6.216328,0.88305515,-0.021542909,-0.023707196,0.011513096
0.07408046,-0.0768596,-0.1203695,-0.0019512454,0.27758828,0.09659812,0.018921616,-0.036728345,-0.04327395,-0.027455157,0.0659683,0.14269714,-0.03230561,0.30686596,0.1218706,0.048727855,-0.19676404,-0.16088083,-2.3622587,-4.378827,-0.29485598,0.0694043,0.03800771
0.14649658,-0.59784484,-0.13260682,-0.003073031,-0.06247669,0.07171922,0.007048643,0.0411333,-0.021631386,0.037488688,0.053431485,0.019094393,0.0396366,0.24734882,0.11408191,-0.4420952,0.2999246,-0.16608292,-2.4138541,-4.3422,0.21599267,0.041373212,-0.0047500846
0.13065758,0.43903384,0.02065561,0.028770305,0.27539286,0.12548208,0.019516587,-0.17826964,0.03728054,0.008210396,0.08182524,0.07073146,0.056651715,0.4249334,0.12714763,-0.020523869,-0.077413484,0.024706315,-0.9678695,6.3047075,-0.24365778,-0.014857211,0.05543877
-0.06598592,-0.46099746,-0.033634555,-0.00023896404,0.21586518,0.06755979,0.017650375,-0.1666484,0.18400115,-0.10535785,-0.22379579,0.09040388,-0.00018284156,-0.25840512,0.05531299,0.2184811,-0.2935468,-0.01789479,-5.2699723,-3.1844976,-0.08268961,0.03786032,0.09320852
-0.0030597858,0.028655326,0.006697879,-0.0013220153,-0.08832786,-0.52818435,-0.20378321,-0.186495,0.20405053,-0.09968921,0.036182463,-0.08304194,0.0356571,-0.43940058,0.09636765,-0.24925001,0.18486579,-0.2608006,-5.121173,-2.6685684,-0.3796084,-0.010005657,0.03190988
-0.1482069,-0.27090052,0.0040874314,-0.0015740683,-0.062362943,0.08078142,0.016167222,-0.09365634,0.18461871,0.059264656,-0.56545764,-0.12778154,0.032750435,-1.2566586,0.15205817,-0.030375455,0.04287271,-0.3919831,-5.8972993,0.20403649,-0.20684098,-0.06981846,0.030289922
0.06981396,-0.1536177,-0.043081254,-0.0014071586,0.027865337,-0.79364485,-0.09650273,-0.16156124,0.11812441,-0.11628842,0.10842397,-0.13286681,0.0035275663,0.2241339,0.08146061,-0.23897548,0.2082993,-0.42994308,-2.5379424,-4.071638,-0.16667588,0.052975204,0.050426766
-0.15030926,0.6642609,0.02647655,0.022357646,-0.107703075,0.09805229,0.012811957,0.2187328,-0.038461443,0.057521977,0.10743442,0.0061984053,-0.07248787,0.50007385,0.17685342,0.20856115,-0.15093516,0.22708148,6.0712934,0.90862536,-0.14914715,-0.011747853,0.028921796
0.010274286,0.14831379,0.0076959543,-0.004865608,0.043301627,0.097796164,0.02105498,-0.17995659,0.13728152,0.031391624,0.054646105,0.1593855,-0.014178261,-0.5370448,-0.4207687,-0.47656494,-0.23997192,-0.16537337,-5.9829307,-0.10273055,0.042409398,-0.0023571043,0.060137134
-0.15361406,0.042831685,0.012357686,-0.003160356,-0.15545456,0.025007077,-0.009117441,0.28268248,0.007194644,-0.19614746,0.02697305,-0.13466206,0.014811827,0.17391926,-0.24568398,-0.2850202,0.060043223,0.33451372,-5.2406845,-3.1318953,-0.2009046,-0.017309783,-0.015580203
0.24229465,-0.42741826,0.024961784,-0.005229941,-0.12725168,0.16459079,0.019804168,-0.5018161,-0.036259674,0.03491948,0.1729289,-0.18275,-0.016853742,0.4643642,0.26466376,-0.28770426,-0.50072485,-0.22365053,-1.6987842,1.1253654,-0.4144972,-0.04004165,0.050462723
0.0724804,-0.062725835,0.008005906,-0.004174135,-0.097019285,0.061451957,0.004622666,-0.022297306,-0.124651074,0.00600387,0.068642095,-0.09247997,-0.028054819,0.24717896,0.13976398,0.06627521,-0.15069029,-0.15411553,-5.19556,-3.2035074,-0.6306233,-0.018118389,-0.0026871408
-0.21424924,0.78064525,0.031082831,0.029193547,-0.0851696,0.0896667,0.0075449157,0.01114322,-0.04593344,0.03261967,0.117582165,-0.11516792,0.038148783,0.4852523,0.16441168,0.20437211,-0.1736149,-0.07783275,6.3388267,0.6213976,-0.5611085,-0.005285465,-0.06434104
0.09352949,0.4743063,0.017803336,0.04034008,0.19094175,0.083910316,0.026471294,0.006463771,0.1118008,0.03609111,0.065393254,-0.065758444,-0.074075885,0.3939362,0.094189264,0.17153677,-0.11115073,0.004085139,4.9735026,3.5885377,0.17878038,-0.00981895,0.053476125
0.10166011,0.073132865,-0.00012041617,-0.0025125616,-0.027182616,0.063138366,0.0073542,-0.14677294,-0.070558846,0.018198235,-0.3008931,0.13862637,-0.010590693,-0.91640836,-0.3876486,0.15125796,-0.39682493,-0.38648865,-2.5690346,-3.8368354,-0.10376316,-0.018056413,0.052262668
-0.16936003,-0.030847896,0.003748322,-0.003485257,-0.087551594,0.05993382,0.010241897,-0.13554151,-0.10807084,-0.0656177,-0.2523116,0.15603103,-0.020245126,-0.9375953,-0.38656265,-0.03135943,-0.3841315,-0.39874917,-2.585848,-3.7214494,0.032930493,-0.0010891609,0.09163505
-0.074894354,0.037090197,0.00643097,-0.0063190423,-0.08331723,0.07756395,0.012805275,-0.36426827,0.31556243,0.022209944,0.076975375,-0.2156044,-0.039295603,0.32018194,-0.46271616,-0.017878864,-0.46323684,-0.2621056,-2.4524114,-4.4172435,-0.41574833,-0.015597831,0.06091985
0.08462585,0.092293255,0.027610006,-0.0062799677,0.16719724,0.1783953,0.028804772,-0.270154,0.13506126,0.056360815,0.19249429,-0.20375955,0.023998436,0.5595453,0.23579259,-0.17254089,-0.5060724,-0.49918097,-1.6131476,1.6914548,-0.005946974,-0.01577106,0.06868809
0.07711534,0.04864918,0.0017252555,-0.00093311066,0.067903556,0.058829162,0.010666558,-0.20566742,-0.03687644,0.02717594,-0.23042262,0.09892426,-0.00071197003,-0.71962047,-0.2710315,-0.4162628,0.16809416,-0.163751,5.538475,4.1410723,0.0022537964,-0.0045173685,0.051708054
-0.117698304,-0.085641995,0.00389692,-0.00090240646,-0.049077753,0.053627573,0.008056661,-0.30437317,-0.19729826,0.14831847,-0.3216842,0.07198134,0.011169985,-0.5950098,0.10712125,0.02463065,0.08316768,-0.26095065,-5.1886277,-2.8501058,-0.10473437,-0.021089815,0.08712354
